"doc_id","text","cmp_code","party_id"
"544","Wir   Ausbau  erneuerbar Energien entscheidend voranbringen  daher deutlich schneller ausbauen   stark steigende Energiebedarf gedeckt ",4162,41521
"545","Nur    Energiewende   Bereichen gelingen",4162,41521
"546","     Pariser Klimaziele erreicht ",501,41521
"547","Wir setzen   intelligenten  diversifizierten Energiemix  nachhaltig  sicher ",4162,41521
"548","Dazu gehört  Energiegewinnung  Sonne  Wind genauso  nachhaltige Biomasse Wasserkraft  Geothermie  ländlichen Raum",4162,41521
"549","Hierbei   Akzeptanz  Bevölkerung ebenso entscheidend   Ausbau  erneuerbar Energien   Planungssicherheit  wenig Bürokratie",4162,41521
"550","Mit  Sonnenpaket    Ausbau  Photovoltaik fördern",4162,41521
"551","Genehmigungsverfahren  Photovoltaikanlagen   möglichst einfach   Onlineplattform gestalten",4162,41521
"552","Wir fördern  naturverträglichen Ausbau  Wind onshore  offshore sowie  Repowering  Anlagen",4162,41521
"553","Hierzu streben   dass Flächen explizit  erneuerbar Energien ausgewiesen ",4162,41521
"554","Dazu   prüfen  vermehrt Flächen entlang  Verkehrswege  Rahmen  Vorrangflächen   Nutzung  erneuerbar Energien eingerichtet  ",4162,41521
"555","Wir brauchen Energiespeicher   Schwankungen  erneuerbar Energie  wind  sonnenschwachen Zeiten auszugleichen",4162,41521
"556","Besonders unsere Handwerksbetriebe    Expertise   Energiewende entscheidend",4162,41521
"557","Zur Effizienzgewinnung setzen     technologische Weiterentwicklung  Innovationen  Produkten ebenso   Verfahren",4162,41521
"558","Hierzu gehören Quartiersansätze  Wärmeeffizienz  Ausbau   Modernisierung  Wärme  Stromnetze  Digitalisierung  Betriebsoptimierungen ebenso   Ausbau  Speicherkapazitäten  energetisch Baustandards",4162,41521
"559","Um  energetisch Sanierung  Wohn  Gewerbeimmobilien  besser  fördern    KfWProgramme attraktiver gestalten",4162,41521
"560","Die Steuerförderung  Gebäudesanierung    vermietete Immobilien   Gewerbeimmobilien ausdehnen",4162,41521
"561","Wir  gewerbliche Investitionen   Beitrag  Energieeffizienz  CO Reduzierung leisten   schnellere Abschreibung begünstigen",4162,41521
"562","Eine wichtige Rolle spielt dabei COneutraler Wasserstoff  vielseitiger Energieträger flexibler Energiespeicher  wichtiger Grundstoff  chemische Prozesse",4162,41521
"563","Wasserstoff ermöglicht  Dekarbonisierung    erneuerbar Energie  direkt eingesetzt  ",4162,41521
"564","Bedeutende industrielle Prozesse etwa   Stahl  Zementindustrie lassen    Wasserstoff klimaneutral gestalten",4162,41521
"565","Und   Bereich  Mobilität kurz  mittelfristig   Lkw  Schiffsverkehr     Einsatz  Wasserstoff erheblich  Reduzierung  CO beitragen",4162,41521
"566","Wir   nationale WasserstoffAgentur stärken   Wasserstoffstrategie umzusetzen",4162,41521
"567","Wir  Wasserstoff  erneuerbar Energien gewinnen",4162,41521
"568","   Einspeisung  Wasserstoff ertüchtigen",4162,41521
"569","Nachhaltiges Wachstum heißt  wirtschaftlichen Fortschritt  Ressourcenverbrauch  entkoppeln",4162,41521
"570","Die Schließung  Stoffkreisläufen sorgt  neue wirtschaftliche Potenziale  schützt unsere natürlichen Lebensgrundlagen",4162,41521
"571","Kreislaufwirtschaft   lohnen",4162,41521
"572","Sie schont natürliche Ressourcen spart Energie  Emissionen schafft Arbeitsplätze  sichert Wohlstand  Wettbewerbsfähigkeit unserer Wirtschaft",4162,41521
"573"," Recyclingrohstoffe einsetzen",4162,41521
"574","Das hilft  Klimaschutz",501,41521
"575","Wir  Anreize setzen weniger Abfall  produzieren abfallarme Produkte  entwickeln   Möglichkeiten  stofflichen Wiedernutzung  Recyclingrohstoffen  verbessern",4162,41521
"576","Mit  Förderung  Innovationen  Sortiertechnologien  nutzbare Rezyklate   Recyclingprozessen gewonnene Produkte entstehen   Markt gegenüber Primärmaterialien bestehen",4162,41521
"577","Wir   dafür einsetzen  Einsatz  Rezyklaten   EU    Deutschland  fördern",4162,41521
"578","Um  Nutzung  Rezyklaten insbesondere  Kunststoffbereich deutlich  verbessern    verbindliche Ziele   Einsatz  bestimmten Bereichen prüfen",4162,41521
"579","Wir  Recycling maximieren  Rohstoffsicherheit garantieren",4162,41521
"580","In immer mehr Branchen  Engpässe  Rohstoffen  seltenen Erden    Holz  Vorleistungsprodukten  Chips   Hemmnis  unsere wirtschaftliche Entwicklung  Versorgungssicherheit",4162,41521
"581","Deshalb entwickeln   Rohstoffsicherungsstrategie  Deutschland",4162,41521
"582","Wir setzen    Einsatz  nachhaltig abgebauten Rohstoffen   möglichst lange genutzt  ",4162,41521
"583","Damit leisten   wichtigen weltweiten Beitrag   Ressourcen  Klimaschutz",4162,41521
"584","Wir     Batterierecycling  Hinblick  seltene Erden fördern     ökologische Vorteile bringen Mehrwegprodukte fördern",4162,41521
"585","Wir  Doppelregulierungen  Inkonsistenzen  Stoffkreisläufen entgegenstehen abbauen  vermeiden  Deutschland    EU",4162,41521
"586","Dazu gehört  Deponieverbot  unbehandelte Siedlungsabfälle    kunststoffhaltige Abfälle",501,41521
"587","Zudem    Forschung  ReOilVerfahren unterstützen    chemische Recycling fördern",4162,41521
"588","Wir  Abfälle wiederverwerten",4162,41521
"589"," Exporte  Abfällen insbesondere  Plastik  Kunststoffabfällen  bloßen Entsorgung verbieten",501,41521
"590","Unsere Wälder   grüne Lunge unseres Landes   wichtigster Klimaschützer",501,41521
"591","Sie produzieren Sauerstoff  speichern große Mengen  CO",501,41521
"592","Ebenso   wichtiger Wirtschaftsfaktor sorgen  Wertschöpfung  Arbeitsplätze    ländlichen Regionen   unverzichtbar   Biodiversität  unsere Erholung",501,41521
"593","Durch  Klimaveränderung   Wald geschädigt  bedroht",501,41521
"594","Wir    Dürre  vergangenen Jahre    nachfolgende Borkenkäferplage  viele wertvolle Wälder verloren",501,41521
"595","„Schützen  Nützen“   Grundsatz   nachhaltige Bewirtschaftung unserer wertvollen Wälder",4162,41521
"596","Wir stehen  unserer multifunktionalen Forstwirtschaft    sichert Schutz Nutz  Erholungsfunktion  Wälder gleichermaßen",501,41521
"597","Nachhaltig bewirtschaftete Wälder  besonders  Verwendung  Holzprodukten  langen Lebenszyklen verlängern  COSpeicherleistung  Waldes",4162,41521
"598","Damit   Klimaschutzziele erreichen müssen  neben  wichtigen Verringerung  Emissionen  COMinderung  Wald  Holz stärken",501,41521
"599","Deshalb    Klimaschutzleistungen  Waldes  Einbezug  Holzprodukte finanziell honorieren   COBindungsprämie einführen",501,41521
"600","So   Klimaleistung  Waldes dauerhaft  verlässlich abgegolten    zentraler Baustein  Honorierung weiterer Ökosystemleistungen  Waldes    voranbringen ",501,41521
"601","Auch    Einsatz  Holz  Bau Werk  Brennstoff voranbringen",4162,41521
"602","Dazu    Holzbauoffensive starten",4162,41521
"603","In  Europäischen Union setzen   dafür  dass  Waldschutz  wichtiger Bestandteil  Green Deals   überall  Europa mehr   Wälder getan ",501,41521
"604","Wir engagieren  beim Schutz  internationalen Wälder   illegalen Holzeinschlag",501,41521
"605","Der Erhalt  Regenwaldes  weiterer wertvoller Naturwälder  weltweiter Bedeutung    großes Anliegen",501,41521
"606","Der Kampf   Klimawandel    Kampf  ausreichend Wasser",501,41521
"607","Wir müssen sicherstellen dass    unserem Land Privathaushalte Landwirte  Unternehmen ausreichend Wasser vorhanden ",4162,41521
"608","Wir   Förderprogramm auflegen  regionale Wasserkreisläufe stärkt",4162,41521
"609","Über Aufklärungskampagnen  modernes Wassermanagement    Allgemeingut Wasser schützen",4162,41521
"610","Das Wasser  stärker   Fläche gehalten   unsere Böden  Land  Forstwirtschaft   Ökosysteme widerstandsfähiger  Dürrezeiten  ",501,41521
"611","Der Nutzung  Regenwasser    deutlich größere Aufmerksamkeit schenken  hierzu  Konzept  Schwammstädten etwa  Anpassungen  Straßenrändern  Versickerung  Zuge  Modernisierungen  Beispielkommunen testen",501,41521
"612","Wir   Vorgaben  europäischen Wasserrahmenrichtlinie umsetzen",501,41521
"613","Wir streben  freifließende Flüsse  natürlichen Flussläufen  naturnahe Referenzflüsse auszuweisen",501,41521
"614","Hochwasserprävention  Flüssen  Küsten dient  Schutz unseres Lebens  unserer Lebensgrundlagen",501,41521
"615","Daher     naturnahen Binnen  Außendeichbau   Schutz unserer Auen einsetzen",501,41521
"616","Wir   stärker   Verunreinigung unserer Gewässer  Spurenstoffen  Medikamenten vorgehen",501,41521
"617","Wir   Strategie  Prävention  Gewässerverunreinigung   Dialog  Spurenstoffen Mikroplastik  Medikamentenverunreinigungen fortführen",501,41521
"618","Wir   Vorkommen  Trink Mineral Heil  Grundwasser weiterhin besonders schützen",501,41521
"619","Im Sinne  ganzheitlichen Meeres Küsten  Gewässerschutzes unterstützen   künftig  Zusammenarbeit  Bund  Ländern   Altlastenbeseitigung",501,41521
"620","Eine starke Schiene   Öffentliche Personennahverkehr   bedeutender Faktor   Dekarbonisierung  Verkehrs",4162,41521
"621","Um  Stauaufkommen   Autobahnen  reduzieren  Klimaziele  erreichen   mehr Güterverkehr   Straße   Schiene    Wasserstraße verlagern",4162,41521
"622","Dazu    saubere Fahrzeuge  leistungsfähige Infrastruktur investieren   neue Ladestationen  Binnenschiffe  Häfen Landverstromung",4162,41521
"623","Immer mehr deutsche Automobilhersteller kündigen    Herstellung  Verbrennermotoren auszusteigen",4162,41521
"624","Wir   Umstieg  emissionsfreie Mobilität   attraktiv gestalten    Fahrplan vorlegen",4162,41521
"625","Wir setzen dabei neben  Elektromobilität   synthetische Kraftstoffe  Straßenverkehr      Wasserstoff perspektivisch   Schwerlastverkehr einsetzen",4162,41521
"626","Taxiunternehmen Fahr  Lieferdienste     Umstellung  NullEmissionsPKW  Sonderabschreibungen   Ladesäulen unterstützen",4162,41521
"627","Sie   Technologieführer   klimaneutrale Fliegen ",4162,41521
"628","Uns  wichtig dafür  sorgen dass  Standort Deutschland synthetische Kraftstoffe SAF entwickelt  produziert ",4162,41521
"629","Flüge  denen alternative Kraftstoffe eingesetzt      Luftverkehrssteuer befreien",4162,41521
"630","Eine starke  nachhaltige Landwirtschaft einschließlich Obst Gemüse Garten Weinbau sowie Imkerei  Fischerei    lebenswerten Deutschland unverzichtbar",4162,41521
"631","Ohne Landwirtschaft gibt   klimaneutrales Deutschland   Artenvielfalt",501,41521
"632","In unserem Modernisierungsjahrzehnt setzen   Nachhaltigkeit",4162,41521
"633","Daran müssen  festhalten    umbauen   mehr Tierwohl",501,41521
"634","Wir  Innovationen schnell umsetzen  Investitionen  Tierwohl fördern",501,41521
"635","Wir   TierwohlstallFörderungsgesetz erlassen",501,41521
"636","emissionsarme Modellställe entwickeln",501,41521
"637","Mit  Ergebnissen  BorchertKommission  mehr Tierschutz  ",501,41521
"638","Damit   Umbau möglich",501,41521
"639","Wir verbessern kontinuierlich  Tierschutz  gehen   Ausstieg   Kükentöten voran",501,41521
"640","Wir brauchen verlässlichere Regelungen  Tiertransporte",501,41521
"641","Unser Ziel  Fleisch statt lebende Tiere  transportieren",501,41521
"642","Auch  Zuchttieren  sichergestellt  dass   EU  langer Tiertransport  Drittstaaten genehmigt     Einhaltung  Tierschutzvorgaben  absolut sichergestellt ",501,41521
"643","Wir  Zuchttiertransporte  schnell  möglich ganz   Export  Zuchtmaterial ersetzen",501,41521
"644","Tierschutz darf   EUGrenzen Halt ",501,41521
"645","Gleichzeitig   Landwirtschaft zusammen   Forstwirtschaft  einzige Sektor   Senke  Treibhausgase  ",4162,41521
"646","Mit  neuen Gemeinsamen Agrarpolitik GAP   Systemwechsel erfolgt   mehr ökologisch Nachhaltigkeit",4162,41521
"647","Unser Ziel   Nachhaltigkeit   Land  Forstwirtschaft sichtbar messbar  bezahlbar  ",4162,41521
"648","Natur Klima Arten  Moorschutzleistungen    Kooperationen  Anreize fördern",501,41521
"649","Wichtig     Schutz  Bienen  Insekten     Bestäuber systemrelevant   Landwirtschaft   Sicherung unserer Ernährung",501,41521
"650","Alle gesellschaftlichen Bereiche    Landwirtschaft müssen  Beitrag  Insektenschutz leisten",501,41521
"651","Die Landwirtschaft  Garten  Weinbau sowie  Fischerei  genauso   Wald  Klimawandel betroffen",501,41521
"652","Wir   Entwicklung angepasster Anbaumethoden  Rahmen  Ackerbaustrategie  Bundesministeriums  Ernährung  Landwirtschaft ressourcenschonende Bewässerungstechnologien   verbessertes Wassermanagement fördern",4162,41521
"653","Auch  Anpassung  Fischerei  Klimawandel   aktiv begleiten",501,41521
"654"," Wettbewerbsfähigkeit  ökologische Nachhaltigkeit stärken",4162,41521
"655","Wer   regionalen saisonalen Lebensmitteln ernährt tut      Umwelt",501,41521
"656","Unsere Nahrungsmittel  unsere Lebensgrundlage",4162,41521
"657","Sie dürfen  ethischen ökologisch   wirtschaftlichen Gründen  achtlos verschwendet ",4162,41521
"658"," Millionen Tonnen weggeworfene Lebensmittel pro Jahr Kilogramm pro Person  entschieden  ",4162,41521
"659","Unser klares Ziel   Halbierung bzw deutliche Reduzierung  Lebensmittelverschwendung  ",4162,41521
"660","Der Nationalen Strategie  Reduzierung  Lebensmittelverschwendung    mehr Nachdruck verleihen   Beteiligten insbesondere  junge Menschen sensibilisieren",4162,41521
"661","Wir   Anpassung  Mindesthaltbarkeitsdatums prüfen",4162,41521
"662","Unsere Überzeugung  Nachhaltiges Wachstum schafft neue Spielräume",4162,41521
"663","Ebenso   energetisch Sanierungen  Familieneigenheims fördern",4162,41521
"664","Wir    internationaler Ebene   nachhaltige Nutzung  Weltraums einsetzen   nächsten Generationen  Zugang  All  ermöglichen",4162,41521
"665","Wir   gutem Beispiel vorangehen   schnell  möglich  COneutrale Bundesverwaltung erreichen",4162,41521
"666","Dabei   Verwendung  Ökostrom ebenso  Rolle spielen   energetisch Sanierung  Bundesgebäuden",4162,41521
"667","Wir  dass  Bund  Vorreiterrolle  Bereich  Nachhaltigkeit   Reduzierung  Plastikmüll einnimmt",4162,41521
"668","Neben  Etablierung  erneuerbar Energien  Gebäuden    Flotte sowie Regierungsflüge  Bundes  Elektroantriebe   synthetische Kraftstoffe dekarbonisieren",4162,41521
"669","Zur Steigerung  Biodiversität   Bund   Bewirtschaftung  Liegenschaften  Flächen vorangehen  dabei insbesondere  Dach  Fassadenbegrünung stärken",501,41521
"670","Als Großabnehmer  Zukunftstechnologien  Vorbild beim nachhaltigen Wirtschaften   Bundesverwaltung  Handeln   Beschaffung  Nachhaltigkeitsindikatoren ausrichten",4162,41521
"671","Eine verbindliche Nachhaltigkeitsprüfung   Gesetze anhand  deutschen Nachhaltigkeitsstrategie   generationengerechte Politik    verankern",4162,41521
"672","Entsprechende Nachhaltigkeitsindikatoren bilden  wirtschaftlichen sozialen  ökologisch Dimensionen unseres Lebens bestmöglich ab  schaffen  verbesserte Gesetzesfolgenabschätzung  Deutschlands Zukunft",4162,41521
"673","Wer Verwahrlosungen verschmutzte Grünanlagen  Fassadenschmierereien erlebt fühlt   wohl     sicher",501,41521
"674","Deshalb treten   saubere Ortschaften  gepflegte Stadtteile ",501,41521
"675","Wo Gebäude alt  gilt     heutigen Stand  bringen  energetisch  sanieren",4162,41521
"676","Nachhaltig  bezahlbar bauen heißt   umweltfreundliche Baustoffe  verwenden  flexibel Bauland auszuweisen   Flächenverbrauch gering  halten",4162,41521
"677","Wir   Bauen  Holz   Verwendung  Recyclingmaterial deutschlandweit stärker voranbringen",4162,41521
"678","Die Bauwirtschaft    Kreislaufwirtschaft    mehr heimischen Baustoffen   Beispiel Sand Gips  Holz basiert  Recyclingmaterial  Bauteilen nutzt",4162,41521
"679","Die energetisch Sanierung unseres Gebäudebestands   Muss",4162,41521
"680","Nur     Klimaziele erreichen",4162,41521
"681","Zudem    steuerliche Förderung  energetischn Sanierung insbesondere  Betriebsgebäuden   vermieteten Wohnungen  verbessern",4162,41521
"682","Schrittweises Sanieren  besser gefördert   schon kleinere Maßnahmen wichtig  wirksam ",4162,41521
"683","Wir  „Mieterstrom“ voranbringen   bestehende Hemmnisse abbauen   lokale Zusammenschlüsse  erleichtern",4162,41521
"684","  eigenständiges Programm  mehr Grünflächen  natürliche Vielfalt   Stadt auflegen",501,41521
"685","Gleichzeitig tun     Klimaschutz  viele Pendlerströme vermieden ",501,41521
"686","Fertighäuser  modularen Baustil   Mittel  Individualität  Ressourceneffizienz gleichermaßen  verbinden",4162,41521
"687","Sie verdienen deshalb gerade  Blick   familiäre Eigenheim mehr Aufmerksamkeit",4162,41521
"688"," neues Leben  alten Gebäuden entfachen",4162,41521
"689","Wir stehen  vereinbarten KohleKompromiss",501,41521
"690","Mit  Weiterentwicklung  nationalen Tourismusstrategie  Bundesregierung schaffen   Voraussetzungen   qualitatives  nachhaltiges Wachstum  Tourismus",4162,41521
"691","Weniger Staus bedeuten mehr Klimaschutz",501,41521
"692","Gleichzeitig sorgen   mehr Lärmschutz   Verkehrswegen    Lärmgrenzwerte überprüfen",501,41521
"693","  vernetzte Wegeketten  Rückgrat   nachhaltige Mobilität formen",4162,41521
"694","Dafür   bestehende Park RideAngebote weiterentwickeln  beispielsweise solargetriebene Lademöglichkeiten  PKW ERoller  EBikes integrieren",4162,41521
"695","Wir   nachhaltige Gestaltung  Mobilität befördern",4162,41521
"696"," nachhaltige  innovative Mobilität   autonome Fahren  begeistern",4162,41521
"697","Der Erhalt  natürlichen Lebensgrundlagen  Lebensräumen  Arten   zentraler Bedeutung    biologische Vielfalt  Deutschland  fördern",501,41521
"698","Wir   unsere Schutzgebiete erhalten weiterentwickeln  besser miteinander vernetzen",501,41521
"699","Wir   nationale Biodiversitätsstrategie vorlegen     Zielen  Europäischen Biodiversitätsstrategie   Übereinkommens   biologische Vielfalt CBD orientiert",501,41521
"700","Wir  sorgsam  unseren Böden umgehen",501,41521
"701","Wir   Versiegelung  reduzieren   Entsiegelung   Nachnutzung  bereits versiegelten Flächen vorantreiben",501,41521
"702","Dort   Nutzung Eingriffe  Natur  Landschaft   zieht    Kompensationsvorschriften  Naturschutz   Baurechts überprüfen  Kompensationsmaßnahmen  weiterentwickeln dass  zielgerichtet  Biodiversität   Region fördern",501,41521
"703","Dabei setzen      Landwirtschaft integrierten Ausgleich   qualitative Aufwertung  Biotopen   Einsatz  Ersatzgeldzahlungen   Instandhaltung   Erhalt  Biotopen",501,41521
"704","Wir   bedrohten Arten    Roten Liste stehen   Lebensräume besser schützen",501,41521
"705","Hierzu    Monitoring sowie  Forschung  ausbauen    Schutzstatus  Arten besser überprüfen  ",501,41521
"706","Die Biologische Vielfalt unserer Meere  Küsten   großer Schatz",501,41521
"707","Deshalb gilt   Schutz  Ost  Nordsee sowie  Wattenmeeres gemäß  Europäischen Biodiversitätsrichtlinie  Berücksichtigung  Fischerei  verbessern",501,41521
"708","Wir   nationales Klimaanpassungsgesetz  Daseins  Zukunftsvorsorge einbringen   Folgen  Klimawandels   Stadt   Land sowie   Küsten Meeren    Bergen  begegnen",501,41521
"709","Im Interesse  Nachhaltigkeit   unseren Beitrag  leisten dass Kultureinrichtungen Filmproduktionen  Kulturevents  ökologisch Fußabdruck deutlich verkleinern",4162,41521
"710","Diese müssen ökologisch ökonomisch  sozial nachhaltig ",4162,41521
"711","Bund  Länder   MilliardenEuroPaket   Wiederbewaldung",501,41521
"712"," Anpassung  Wälder   Klimawandel",501,41521
"713","   Unterstützung  nachhaltigen Forstwirtschaft geschnürt",4162,41521
"714","Es muß geprüft    Maßnahmen  EUAgrarförderung  Tierschutz  Umweltschutz auswirken",501,41420
"715","Tierschutz  Umweltschutz  nachhaltig  verbessern   hohem Niveau anzugleichen",501,41420
"716","Dies gilt insbesondere   Tiertransporte innerhalb  EU    EUGebiet hinaus",501,41420
"717","Schutz  Umwelt gehört ebenso ",501,41420
"718","Das Prinzip Verantwortung   nächste Generation muß  natürlichen Lebensgrundlagen schützen",501,41420
"719","  Erhaltung  Umwelt stattfindet",501,41420
"720","Tiere   Rahmen  geltenden Gesetze  vermeidbaren Leiden  Schäden  schützen“",501,41420
"721","Mit  Formulierung   Art a GG ergänzen    sinnvolle gesetzliche Abwägung   Belangen  Tierschutzes   Forschungsfreiheit weiterhin möglich",501,41420
"722","Die FDP    Wege erreichen   Tierschutz endlich Verfassungsrang zukommt",501,41420
"723","Der Schutz  natürlichen Lebensgrundlagen   nächsten Generationen   Liberale   vorrangigen Aufgaben",501,41420
"724","Unter  Bedingungen  Marktwirtschaft   FDP seit  Freiburger Thesen   Jahren    Umweltschutz erreicht",501,41420
"725","Viele Luftschadstoffe wurden reduziert unsere Flüsse  Seen wurden sauberer   beseitigenden Abfallmengen wurden deutlich verringert  Müllnotstand   Rede mehr",501,41420
"726"," Verbesserung  Vollzugs",501,41420
"727","   ökologisch Bestandsaufnahme  Deutschland  Schwachstellen analysiert  Ziele ableitet ",501,41420
"728","  frühzeitige Integration umweltpolitischer Erfordernisse   relevanten Planungs  Entscheidungsprozesse",501,41420
"729","Gefordert   neue ökologische Strategie     wesentlichen Problemfelder konzentriert",501,41420
"730"," Mit neuen Instrumenten  zB handelbaren Umweltnutzungsrechten  Wettbewerb   beste Lösung Umweltziele erreichen",501,41420
"731"," Abbau ökologisch widersinniger Vergünstigungen",501,41420
"732"," Im Rahmen  Steuersenkungsreform setzt   FDP   dritten Mehrwertsteuersatz  Energieverbrauch    europaweit einheitlich eingeführt ",501,41420
"733","Naturschutz muß   Menschen     gestaltet ",501,41420
"734","Wo immer  geht  deshalb Vertragsnaturschutz Vorrang  behördlichen Anordnungen ",501,41420
"735","Nicht   Naturschutzbehörden  Umweltverbände  Verantwortung   Erhalt  Natur  Arten      umgehen",501,41420
"736","Die FDP tritt   Verbandsklagerecht  Naturschutz   bundesrechtlichen Verfahren ",501,41420
"737","Die Natur braucht  Anwalt",501,41420
"738","Die Erfahrungen   Bundesländern zeigen   etwa Verfahrensverzögerungen  Folge     Interessen  Naturschutzes   Planungen  Vorfeld besser berücksichtigt ",501,41420
"739","Die Naturschutzgesetzgebung  EU  konsequent umzusetzen",501,41420
"740","Auch  rückläufigen Abfallmengen hält  FDP  Gründen  Ressourcenschonung  weiterer Abfallvermeidung   hohen Mehrweganteil fest",501,41420
"741","Obwohl   Luftqualität  Deutschland ganz erheblich verbessert  besteht     verkehrsbedingten Emissionen  Handlungsbedarf",501,41420
"742","Die FDP setzt hierzu  technische Effizienzverbesserungen  moderne Verkehrssysteme ",501,41420
"743","  frühestmögliche Einführung  Treibstoffen    reduzierten Schwefel  Benzolgehalt höchstens ppm Schwefel  maximal Benzol",501,41420
"744","  Verringerung  Kraftstoffverbrauchs Ziel DreiLiterAuto   Entwicklung  alternativen schadstofffreien Antrieben  zB Brennstoffzellen",501,41420
"745","  Reduzierung  Verkehrsströmen  Kombination  Wohn  Arbeitsgebieten  Nutzung moderner Kommunikations  Logistiksysteme",501,41420
"746","  Umlegung  KfzSteuer   Mineralölsteuer",501,41420
"747","  Umwandlung  steuerlichen Kilometerpauschale   verkehrsmittelunabhängige Entfernungspauschale",501,41420
"748","Die Bekämpfung  Lärms    Verkehrslärms muß  technische Maßnahmen  LKW  PKW     Straßenbelägen  Gleisen intensiviert ",501,41420
"749","Die Bevölkerung muß  Flüsterjets  Fluglärm entlastet ",501,41420
"750","Unsere Verantwortung   künftigen Generationen verpflichtet   internationalen Umweltpolitik  Bestandteil  Außen  Entwicklungspolitik",501,41420
"751","Die Lebensgrundlagen  Menschheit  bedroht  Klimaveränderungen Wasserknappheit   Zerstörung  Böden",501,41420
"752","Alle Staaten müssen  Voraussetzungen   nachhaltige Entwicklung  eigener Verantwortung schaffen",501,41420
"753","Der Erfolg  MontrealÜbereinkommens  Schutz  Ozonschicht zeigt  wichtig konkrete internationale Übereinkommen ",501,41420
"754","  Verminderung  Treibhausgasemissionen  globalen Handel  Emissionsrechten   Umsetzung  Reduktionsverpflichtungen   Entwicklungsländern joint implementation voranzubringen",501,41420
"755","  internationale Waldkonvention  vereinbaren   Staaten   nachhaltigen Waldbewirtschaftung verpflichtet",501,41420
"756","  internationale Bodenschutzkonvention  vereinbaren   Ernährungsgrundlage   anwachsende Weltbevölkerung  sichern",501,41420
"757"," effiziente Instrumente  Schutz  Meere  entwickeln insbesondere   Überfischung  Meere  stoppen",501,41420
"758","Neben  internationalen Konvention   Überfischung gehören ",501,41420
"759","Gütesiegel  schonende Fangmethoden  Selbstverpflichtungen  großen Handelsketten",501,41420
"760","   Einbringung  Abfällen  Schadstoffen  Art insbesondere  Verklappen  Chemikalien   Versenken  Atommüll   Meere weltweit verboten  geächtet ",501,41420
"761","  genetischen Ressourcen  natürlichen Reichtum  ganzen Welt  behandeln   Herkunftsländer   ökonomischen Vorteil   Nutzung teilhaben  lassen",501,41420
"762","Aus Verantwortung   künftigen Generationen müssen   Risiken  Veränderung  Weltklimas minimieren",501,41420
"763","  Ausschöpfung  Potentiale Technologieoptionen   Schaden  Wirtschaft  Arbeitsplätze  Zielen  Klimaschutzes   Ressourcenschonung dienen",501,41420
"764","  Weiterentwicklung unkonventioneller Lösungsansätze   Vermeidung  Verwertung  CO zB   Produktgewinnung  Algen",501,41420
"765","  Einführung handelbarer COEmissionsrechte  Deutschland   EU   Beginn  internationalen Verpflichtungen ",501,41420
"766","  Reduzierung  COEmissionen  Deutschland   gegenüber ",501,41420
"767","  Erfüllung  Selbstverpflichtungen  Industrie",501,41420
"768","  Nichtbesteuerung  energetischn Einsatzes  BioGas",501,41420
"769","  Ausweitung  Energiecheckup   Gebäude   hohen Klimaschutzpotentiale  Gebäudebereich besser  erschließen",501,41420
"770","Ein Energiepaß schafft Transparenz  Nebenkosten  erhöht  Marktchancen  energetisch optimierten Gebäuden",501,41420
"771"," steuerrechtliche Rahmenbedingungen   verändern  innovative dezentrale Energieversorgungskonzepte  Einsatz regenerativer Energien   energetisch Optimierung  Gebäuden begünstigt ",501,41420
"772","  kostengünstige Niedrigenergiehaus  Standard  ",501,41420
"773","  öffentliche Hand   Gebäuden  KlimaschutzVorbild  ",501,41420
"774","Es muß  Versuch gemacht   Strategie  Klima  Ressourcenschutz  entwickeln  einzuführen     Nutzung  Kernenergie erfolgreich  ",501,41420
"775","Die FDP setzt  dafür   Maßnahmen  Energieeinsparung  höheren Energieeffizienz   stärkeren Nutzung  erneuerbar Energien entschieden  verstärken   Ziele  EnqueteKommission  Deutschen Bundestages erneuerbar Energien   Förderung  Forschung  Markteinführung verwirklichen  ",501,41420
"776","Auch  Umweltverträglichkeit  Verkehrsmittel muß    Kostenbelastungen widerspiegeln",501,41420
"777"," setzen  dafür  mehr Verkehr   Straße   umweltfreundliche Schiene  verlagern",501,41420
"778","Für  Verringerung  Belastung  Mensch  Umwelt   notwendig Anreize   Einsatz besonders lärmarmer Flugzeuge  schaffen",501,41420
"779","Der dramatische Verlust  fruchtbarem Boden  Wasser   Bevölkerungsexplosion führen  vielen Regionen   Mangel  Nahrung  oft  Krieg  Flüchtlingsströmen",501,41420
"780","Die übermäßige Nutzung natürlicher Ressourcen   internationales Recht  Entwicklungszusammenarbeit verhindert     Konfliktverhinderung beitragen",501,41420
"781","Wir müssen unsere Erdatmosphäre   konsequente Reduzierung  Luftverschmutzung  Treibhausgasen besser schützen",501,41420
"782","Wirksamer globaler Umweltschutz braucht  internationale Umweltrechtsordnung",501,41420
"783","Alle Industrieländer müssen beim Klimaschutz Vorreiter    Treibhausgase gemäß  Verpflichtung   Klimakonferenz  Kyoto  spätestens  Jahr reduzieren",501,41420
"784","Deutschland   Europäische Union müssen   weitergehenden Reduktionszielen festhalten",501,41420
"785","Die FDP   Partei  ökologisch Modernisierung",501,41420
"786"," Umweltschutz   Menschen    ",501,41420
"787","Der Kohleabbau  bebautem Gebiet  gestoppt",501,41420
"788","Der Einsatz  Antibiotika  vergleichbarer Mittel   Tiermast   verbieten",501,41420
